n_i,n_j,FC,action,p_i,p_j
1,3,1,4,0.3424378938195778,0.3424378938195778
1,3,1,5,0.1415226368940389,0.1415226368940389
1,3,2,0,0.25592538375738183,0.25592538375738183
1,3,2,1,0.16417785857284875,0.16417785857284875
1,3,2,2,0.20726627423018462,0.20726627423018462
1,3,2,3,0.28718889348773813,0.28718889348773813
1,3,2,4,0.050163894174183966,0.050163894174183966
1,3,2,5,0.035277695777662765,0.035277695777662765
1,3,3,0,0.14391133041533277,0.14391133041533277
1,3,3,1,0.15912525680998382,0.15912525680998382
1,3,3,2,0.255259848106267,0.255259848106267
1,3,3,3,0.12454032246634086,0.12454032246634086
1,3,3,4,0.22102188715222557,0.22102188715222557
1,3,3,5,0.09614135504984993,0.09614135504984993
1,3,4,0,0.3496491908054296,0.3496491908054296
1,3,4,1,0.09660889073694592,0.09660889073694592
1,3,4,2,0.1797594808901325,0.1797594808901325
1,3,4,3,0.19783585885029428,0.19783585885029428
1,3,4,4,0.005333577074029739,0.005333577074029739
1,3,4,5,0.17081300164316793,0.17081300164316793
1,3,5,0,0.21808264177686412,0.21808264177686412
1,3,5,1,0.07479294085891691,0.07479294085891691
1,3,5,2,0.011120029819869964,0.011120029819869964
1,3,5,3,0.0807490816875323,0.0807490816875323
1,3,5,4,0.3432389843900917,0.3432389843900917
1,3,5,5,0.272016321466725,0.272016321466725
1,3,6,0,0.1952037490025152,0.1952037490025152
1,3,6,1,0.23814299616333537,0.23814299616333537
1,3,6,2,0.16144566558328044,0.16144566558328044
1,3,6,3,0.03581077864267153,0.03581077864267153
1,3,6,4,0.17950712814751385,0.17950712814751385
1,3,6,5,0.18988968246068372,0.18988968246068372
1,3,7,0,0.24025861781645044,0.24025861781645044
1,3,7,1,0.16205872539218882,0.16205872539218882
1,3,7,2,0.2924133943164421,0.2924133943164421
1,3,7,3,0.2476225246564944,0.2476225246564944
1,3,7,4,0.015120471284188627,0.015120471284188627
1,3,7,5,0.042526266534235774,0.042526266534235774
1,3,8,0,0.13084231138216373,0.13084231138216373
1,3,8,1,0.04837660230473253,0.04837660230473253
1,3,8,2,0.31584398417615317,0.31584398417615317
1,3,8,3,0.35605113472398264,0.35605113472398264
1,3,8,4,0.10182957173833856,0.10182957173833856
1,3,8,5,0.04705639567462943,0.04705639567462943
1,3,9,0,0.1858706338105428,0.1858706338105428
1,3,9,1,0.29511926557087675,0.29511926557087675
1,3,9,2,0.17486752800646557,0.17486752800646557
1,3,9,3,0.2769123269143011,0.2769123269143011
1,3,9,4,0.049578148417213704,0.049578148417213704
1,3,9,5,0.017652097280600035,0.017652097280600035
1,3,10,0,0.023305935061885417,0.023305935061885417
1,3,10,1,0.39012843795324936,0.39012843795324936
1,3,10,2,0.191286332338615,0.191286332338615
1,3,10,3,0.030435451404229947,0.030435451404229947
1,3,10,4,0.12876826438780412,0.12876826438780412
1,3,10,5,0.2360755788542162,0.2360755788542162
2,0,0,0,0.030181978848068083,0.030181978848068083
2,0,0,1,0.23154523438662833,0.23154523438662833
2,0,0,2,0.28677647050296484,0.28677647050296484
2,0,0,3,0.10480209392538695,0.10480209392538695
2,0,0,4,0.037979685245256516,0.037979685245256516
2,0,0,5,0.30871453709169516,0.30871453709169516
2,0,1,0,0.13407771990108755,0.13407771990108755
2,0,1,1,0.2127082900856012,0.2127082900856012
2,0,1,2,0.07697368690049515,0.07697368690049515
2,0,1,3,0.20943609339036623,0.20943609339036623
2,0,1,4,0.1599160039147517,0.1599160039147517
2,0,1,5,0.20688820580769815,0.20688820580769815
2,0,2,0,0.23021229375248628,0.23021229375248628
2,0,2,1,0.154211061170107,0.154211061170107
2,0,2,2,0.24498233912192763,0.24498233912192763
2,0,2,3,0.04201944704724153,0.04201944704724153
2,0,2,4,0.19763476417938305,0.19763476417938305
2,0,2,5,0.1309400947288546,0.1309400947288546
2,0,3,0,0.2523947417900743,0.2523947417900743
2,0,3,1,0.16738249374657083,0.16738249374657083
2,0,3,2,0.1869342025344453,0.1869342025344453
2,0,3,3,0.055996068380669034,0.055996068380669034
2,0,3,4,0.19141271956839942,0.19141271956839942
2,0,3,5,0.14587977397984123,0.14587977397984123
2,0,4,0,0.0740893398884396,0.0740893398884396
2,0,4,1,0.14370185698512203,0.14370185698512203
2,0,4,2,0.3283816783453525,0.3283816783453525
2,0,4,3,0.08036081801340823,0.08036081801340823
2,0,4,4,0.2502589927534938,0.2502589927534938
2,0,4,5,0.12320731401418389,0.12320731401418389
2,0,5,0,0.1790756005443332,0.1790756005443332
2,0,5,1,0.19839934228997763,0.19839934228997763
2,0,5,2,0.15895964549048539,0.15895964549048539
2,0,5,3,0.17613241803663152,0.17613241803663152
2,0,5,4,0.02759794643311563,0.02759794643311563
2,0,5,5,0.25983504720545664,0.25983504720545664
2,0,6,0,0.5273386441849311,0.5273386441849311
2,0,6,1,0.26671099936435844,0.26671099936435844
2,0,6,2,0.006840878174274155,0.006840878174274155
2,0,6,3,0.0378134507729726,0.0378134507729726
2,0,6,4,0.08157437212133738,0.08157437212133738
2,0,6,5,0.07972165538212622,0.07972165538212622
2,0,7,0,0.028483668917720115,0.028483668917720115
2,0,7,1,0.23940378172111662,0.23940378172111662
2,0,7,2,0.16055273227334524,0.16055273227334524
2,0,7,3,0.10143689081917598,0.10143689081917598
2,0,7,4,0.21748836114410755,0.21748836114410755
2,0,7,5,0.2526345651245346,0.2526345651245346
2,0,8,0,0.24585905285096002,0.24585905285096002
2,0,8,1,0.1643257495234118,0.1643257495234118
2,0,8,2,0.2337899516293409,0.2337899516293409
2,0,8,3,0.17905639309557622,0.17905639309557622
2,0,8,4,0.12132887223312672,0.12132887223312672
2,0,8,5,0.05563998066758439,0.05563998066758439
2,0,9,0,0.3550381246356034,0.3550381246356034
2,0,9,1,0.17138818532171451,0.17138818532171451
2,0,9,2,0.05424439108123226,0.05424439108123226
2,0,9,3,0.12217617828599675,0.12217617828599675
2,0,9,4,0.024171689233842514,0.024171689233842514
2,0,9,5,0.27298143144161063,0.27298143144161063
2,0,10,0,0.0812076869582593,0.0812076869582593
2,0,10,1,0.17188731630168924,0.17188731630168924
2,0,10,2,0.25889634059599437,0.25889634059599437
2,0,10,3,0.02633362605713204,0.02633362605713204
2,0,10,4,0.24494648498888963,0.24494648498888963
2,0,10,5,0.21672854509803535,0.21672854509803535
2,1,0,0,0.02766533047040458,0.02766533047040458
2,1,0,1,0.2715528643130831,0.2715528643130831
2,1,0,2,0.19022706952008472,0.19022706952008472
2,1,0,3,0.014750482642215275,0.014750482642215275
2,1,0,4,0.2298522688650297,0.2298522688650297
2,1,0,5,0.2659519841891826,0.2659519841891826
2,1,1,0,0.20419211988962765,0.20419211988962765
2,1,1,1,0.19021775724935663,0.19021775724935663
2,1,1,2,0.29859222638545285,0.29859222638545285
2,1,1,3,0.14621813808555578,0.14621813808555578
2,1,1,4,0.12474836480939545,0.12474836480939545
2,1,1,5,0.03603139358061164,0.03603139358061164
2,1,2,0,0.0878773257908417,0.0878773257908417
2,1,2,1,0.2608092487832596,0.2608092487832596
2,1,2,2,0.21450090867420574,0.21450090867420574
2,1,2,3,0.2235484583875219,0.2235484583875219
2,1,2,4,0.019901545226717443,0.019901545226717443
2,1,2,5,0.19336251313745367,0.19336251313745367
2,1,3,0,0.08200167161238958,0.08200167161238958
2,1,3,1,0.2078565835517059,0.2078565835517059
2,1,3,2,0.13866626786359917,0.13866626786359917
2,1,3,3,0.06083782198299349,0.06083782198299349
2,1,3,4,0.35305850641919984,0.35305850641919984
2,1,3,5,0.15757914857011202,0.15757914857011202
2,1,4,0,0.2558747505166771,0.2558747505166771
2,1,4,1,0.2960977719055791,0.2960977719055791
2,1,4,2,0.0663654325628345,0.0663654325628345
2,1,4,3,0.19587655284365618,0.19587655284365618
2,1,4,4,0.005165864711683038,0.005165864711683038
2,1,4,5,0.18061962745957008,0.18061962745957008
2,1,5,0,0.15316205974558728,0.15316205974558728
2,1,5,1,0.22385101030564294,0.22385101030564294
2,1,5,2,0.09332425988131014,0.09332425988131014
2,1,5,3,0.1166379551081372,0.1166379551081372
2,1,5,4,0.2402085921903331,0.2402085921903331
2,1,5,5,0.1728161227689892,0.1728161227689892
2,1,6,0,0.06372111614549676,0.06372111614549676
2,1,6,1,0.24622345071210902,0.24622345071210902
2,1,6,2,0.15213920858711866,0.15213920858711866
2,1,6,3,0.02324125828843889,0.02324125828843889
2,1,6,4,0.236121911109253,0.236121911109253
2,1,6,5,0.2785530551575836,0.2785530551575836
2,1,7,0,0.28127325363322087,0.28127325363322087
2,1,7,1,0.21055565135704904,0.21055565135704904
2,1,7,2,0.21105768540927536,0.21105768540927536
2,1,7,3,0.20312949262228405,0.20312949262228405
2,1,7,4,0.006233337714464869,0.006233337714464869
2,1,7,5,0.08775057926370576,0.08775057926370576
2,1,8,0,0.17783246312084974,0.17783246312084974
2,1,8,1,0.170851786098782,0.170851786098782
2,1,8,2,0.10628180267690031,0.10628180267690031
2,1,8,3,0.16432989259762903,0.16432989259762903
2,1,8,4,0.09947452378057173,0.09947452378057173
2,1,8,5,0.2812295317252671,0.2812295317252671
2,1,9,0,0.2238326551359402,0.2238326551359402
2,1,9,1,0.037924108797629114,0.037924108797629114
2,1,9,2,0.13350798931278143,0.13350798931278143
2,1,9,3,0.14311382447513743,0.14311382447513743
2,1,9,4,0.14711790703700384,0.14711790703700384
2,1,9,5,0.31450351524150794,0.31450351524150794
2,1,10,0,0.22184889205160832,0.22184889205160832
2,1,10,1,0.08517541822562169,0.08517541822562169
2,1,10,2,0.1405457462820482,0.1405457462820482
2,1,10,3,0.14678870986723375,0.14678870986723375
2,1,10,4,0.19881191213846486,0.19881191213846486
2,1,10,5,0.20682932143502333,0.20682932143502333
2,2,0,0,0.2610940060797851,0.2610940060797851
2,2,0,1,0.18141600349420514,0.18141600349420514
2,2,0,2,0.15216531689750792,0.15216531689750792
2,2,0,3,0.19670375566870954,0.19670375566870954
2,2,0,4,0.08298107936245218,0.08298107936245218
2,2,0,5,0.12563983849734,0.12563983849734
2,2,1,0,0.24571922012193406,0.24571922012193406
2,2,1,1,0.16506002744771925,0.16506002744771925
2,2,1,2,0.19539941712990402,0.19539941712990402
2,2,1,3,0.15367162466821843,0.15367162466821843
2,2,1,4,0.0008691410087071772,0.0008691410087071772
2,2,1,5,0.23928056962351704,0.23928056962351704
2,2,2,0,0.3486784846148008,0.3486784846148008
2,2,2,1,0.07228296217470946,0.07228296217470946
2,2,2,2,0.0577770652423176,0.0577770652423176
2,2,2,3,0.25417795961740636,0.25417795961740636
2,2,2,4,0.24455733353080794,0.24455733353080794
2,2,2,5,0.022526194819957886,0.022526194819957886
2,2,3,0,0.18775409378479396,0.18775409378479396
2,2,3,1,0.005000537084195999,0.005000537084195999
2,2,3,2,0.27423820965936974,0.27423820965936974
2,2,3,3,0.24922220201904793,0.24922220201904793
2,2,3,4,0.2530959204155762,0.2530959204155762
2,2,3,5,0.030689037037016156,0.030689037037016156
2,2,4,0,0.15531479146864766,0.15531479146864766
2,2,4,1,0.14039431155979712,0.14039431155979712
2,2,4,2,0.19569758134303628,0.19569758134303628
2,2,4,3,0.17765583903922946,0.17765583903922946
2,2,4,4,0.17290885129534822,0.17290885129534822
2,2,4,5,0.1580286252939413,0.1580286252939413
2,2,5,0,0.08625946020654515,0.08625946020654515
2,2,5,1,0.221730455093237,0.221730455093237
2,2,5,2,0.17671321110514268,0.17671321110514268
2,2,5,3,0.11940922355861257,0.11940922355861257
2,2,5,4,0.13578923232315682,0.13578923232315682
2,2,5,5,0.2600984177133058,0.2600984177133058
2,2,6,0,0.041706059831039546,0.041706059831039546
2,2,6,1,0.2827737517553175,0.2827737517553175
2,2,6,2,0.020670236228560655,0.020670236228560655
2,2,6,3,0.2851123932114447,0.2851123932114447
2,2,6,4,0.1537265835883944,0.1537265835883944
2,2,6,5,0.21601097538524328,0.21601097538524328
2,2,7,0,0.0607831027013759,0.0607831027013759
2,2,7,1,0.3650478337735544,0.3650478337735544
2,2,7,2,0.01648338618199561,0.01648338618199561
2,2,7,3,0.21157556656270818,0.21157556656270818
2,2,7,4,0.21063867706199202,0.21063867706199202
2,2,7,5,0.13547143371837383,0.13547143371837383
2,2,8,0,0.37598386978988096,0.37598386978988096
2,2,8,1,0.042168768241142046,0.042168768241142046
2,2,8,2,0.03919093686166092,0.03919093686166092
2,2,8,3,0.20664655085848116,0.20664655085848116
2,2,8,4,0.05847273576055153,0.05847273576055153
2,2,8,5,0.2775371384882833,0.2775371384882833
2,2,9,0,0.20872155949347346,0.20872155949347346
2,2,9,1,0.09113221425949167,0.09113221425949167
2,2,9,2,0.11090402822269863,0.11090402822269863
2,2,9,3,0.15149759920410064,0.15149759920410064
2,2,9,4,0.19776819555890437,0.19776819555890437
2,2,9,5,0.23997640326133124,0.23997640326133124
2,2,10,0,0.18724975476718764,0.18724975476718764
2,2,10,1,0.17210945859989613,0.17210945859989613
2,2,10,2,0.24389452219445618,0.24389452219445618
2,2,10,3,0.1533384695223203,0.1533384695223203
2,2,10,4,0.10356666318422951,0.10356666318422951
2,2,10,5,0.1398411317319102,0.1398411317319102
3,0,0,0,0.16264982298252087,0.16264982298252087
3,0,0,1,0.26780892733319217,0.26780892733319217
3,0,0,2,0.23731470702713764,0.23731470702713764
3,0,0,3,0.08609163491399478,0.08609163491399478
3,0,0,4,0.21439368317563506,0.21439368317563506
3,0,0,5,0.03174122456751928,0.03174122456751928
3,0,1,0,0.18277696233609977,0.18277696233609977
3,0,1,1,0.05753148416591854,0.05753148416591854
3,0,1,2,0.18592319034415314,0.18592319034415314
3,0,1,3,0.19663092684506275,0.19663092684506275
3,0,1,4,0.21723496225579647,0.21723496225579647
3,0,1,5,0.15990247405296934,0.15990247405296934
3,0,2,0,0.22341459305571798,0.22341459305571798
3,0,2,1,0.14854589341299138,0.14854589341299138
3,0,2,2,0.13419566657603116,0.13419566657603116
3,0,2,3,0.24625180457685522,0.24625180457685522
3,0,2,4,0.032678241588759795,0.032678241588759795
3,0,2,5,0.21491380078964445,0.21491380078964445
3,0,3,0,0.15063736540994893,0.15063736540994893
3,0,3,1,0.16055283251664415,0.16055283251664415
3,0,3,2,0.11856466258429049,0.11856466258429049
3,0,3,3,0.19118330710318707,0.19118330710318707
3,0,3,4,0.22625058188164887,0.22625058188164887
3,0,3,5,0.15281125050428054,0.15281125050428054
3,0,4,0,0.33071383825329853,0.33071383825329853
3,0,4,1,0.07904168171203757,0.07904168171203757
3,0,4,2,0.3263379394521067,0.3263379394521067
3,0,4,3,0.036286410510809546,0.036286410510809546
3,0,4,4,0.15731322099412734,0.15731322099412734
3,0,4,5,0.07030690907762027,0.07030690907762027
3,0,5,0,0.2972066689196531,0.2972066689196531
3,0,5,1,0.09490206171940169,0.09490206171940169
3,0,5,2,0.11043396178066335,0.11043396178066335
3,0,5,3,0.08841395142237343,0.08841395142237343
3,0,5,4,0.34115986072824384,0.34115986072824384
3,0,5,5,0.06788349542966468,0.06788349542966468
3,0,6,0,0.174974205436098,0.174974205436098
3,0,6,1,0.21724042395330367,0.21724042395330367
3,0,6,2,0.03160410944199529,0.03160410944199529
3,0,6,3,0.16937575180063905,0.16937575180063905
3,0,6,4,0.1893942778021523,0.1893942778021523
3,0,6,5,0.21741123156581166,0.21741123156581166
3,0,7,0,0.14984652374075186,0.14984652374075186
3,0,7,1,0.04758039476112129,0.04758039476112129
3,0,7,2,0.24064625807745826,0.24064625807745826
3,0,7,3,0.16328986428250652,0.16328986428250652
3,0,7,4,0.18440821643939792,0.18440821643939792
3,0,7,5,0.21422874269876405,0.21422874269876405
3,0,8,0,0.10363484650559879,0.10363484650559879
3,0,8,1,0.07624693385263424,0.07624693385263424
3,0,8,2,0.11979400451435111,0.11979400451435111
3,0,8,3,0.43982247890513365,0.43982247890513365
3,0,8,4,0.16292171731042737,0.16292171731042737
3,0,8,5,0.09758001891185489,0.09758001891185489
3,0,9,0,0.08572533387700829,0.08572533387700829
3,0,9,1,0.022772167154893445,0.022772167154893445
3,0,9,2,0.26280177554019096,0.26280177554019096
3,0,9,3,0.2785828905708233,0.2785828905708233
3,0,9,4,0.11467682485564733,0.11467682485564733
3,0,9,5,0.23544100800143675,0.23544100800143675
3,0,10,0,0.18250159107076191,0.18250159107076191
3,0,10,1,0.028706849422163953,0.028706849422163953
3,0,10,2,0.19605613851259177,0.19605613851259177
3,0,10,3,0.10984761451843984,0.10984761451843984
3,0,10,4,0.3421572350906324,0.3421572350906324
3,0,10,5,0.14073057138541006,0.14073057138541006
3,1,0,0,0.07728817112209176,0.07728817112209176
3,1,0,1,0.15088688640026376,0.15088688640026376
3,1,0,2,0.232349488032405,0.232349488032405
3,1,0,3,0.042990962150365485,0.042990962150365485
3,1,0,4,0.3874450154271475,0.3874450154271475
3,1,0,5,0.10903947686772647,0.10903947686772647
3,1,1,0,0.06930370059177014,0.06930370059177014
3,1,1,1,0.2999334996301049,0.2999334996301049
3,1,1,2,0.20894524720176094,0.20894524720176094
3,1,1,3,0.02069139630442243,0.02069139630442243
3,1,1,4,0.07565301319959453,0.07565301319959453
3,1,1,5,0.32547314307234687,0.32547314307234687
3,1,2,0,0.09942461026946307,0.09942461026946307
3,1,2,1,0.21150647706175696,0.21150647706175696
3,1,2,2,0.2690138285663249,0.2690138285663249
3,1,2,3,0.22760421248122611,0.22760421248122611
3,1,2,4,0.09149085028443221,0.09149085028443221
3,1,2,5,0.10096002133679687,0.10096002133679687
3,1,3,0,0.13762674396865246,0.13762674396865246
3,1,3,1,0.24329687261910102,0.24329687261910102
3,1,3,2,0.030385336065951663,0.030385336065951663
3,1,3,3,0.25910247597999797,0.25910247597999797
3,1,3,4,0.24763065075438798,0.24763065075438798
3,1,3,5,0.08195792061190892,0.08195792061190892
3,1,4,0,0.14190889603222762,0.14190889603222762
3,1,4,1,0.13294866844408787,0.13294866844408787
3,1,4,2,0.28011834176361267,0.28011834176361267
3,1,4,3,0.26026844900725565,0.26026844900725565
3,1,4,4,0.12170479402436775,0.12170479402436775
3,1,4,5,0.06305085072844846,0.06305085072844846
3,1,5,0,0.12885357930057026,0.12885357930057026
3,1,5,1,0.10279208820942776,0.10279208820942776
3,1,5,2,0.23480028812834725,0.23480028812834725
3,1,5,3,0.3347423999018854,0.3347423999018854
3,1,5,4,0.07988501494495402,0.07988501494495402
3,1,5,5,0.11892662951481538,0.11892662951481538
3,1,6,0,0.05153465944260576,0.05153465944260576
3,1,6,1,0.255846236475577,0.255846236475577
3,1,6,2,0.2768727678719291,0.2768727678719291
3,1,6,3,0.2729148916781174,0.2729148916781174
3,1,6,4,0.053564302659864324,0.053564302659864324
3,1,6,5,0.0892671418719064,0.0892671418719064
3,1,7,0,0.07324382732646625,0.07324382732646625
3,1,7,1,0.4084818888480452,0.4084818888480452
3,1,7,2,0.039950575255832246,0.039950575255832246
3,1,7,3,0.06270894070519903,0.06270894070519903
3,1,7,4,0.16129360102446497,0.16129360102446497
3,1,7,5,0.2543211668399923,0.2543211668399923
3,1,8,0,0.26083263558423386,0.26083263558423386
3,1,8,1,0.11148046883977536,0.11148046883977536
3,1,8,2,0.1534753766623964,0.1534753766623964
3,1,8,3,0.20036163427642648,0.20036163427642648
3,1,8,4,0.12335902403365095,0.12335902403365095
3,1,8,5,0.1504908606035169,0.1504908606035169
3,1,9,0,0.19843397638646154,0.19843397638646154
3,1,9,1,0.1829677957916345,0.1829677957916345
3,1,9,2,0.140303446836106,0.140303446836106
3,1,9,3,0.09789270972074789,0.09789270972074789
3,1,9,4,0.13416274193530556,0.13416274193530556
3,1,9,5,0.24623932932974466,0.24623932932974466
3,1,10,0,0.23398994074437926,0.23398994074437926
3,1,10,1,0.19584971255548872,0.19584971255548872
3,1,10,2,0.0918960630521661,0.0918960630521661
3,1,10,3,0.17864410376601633,0.17864410376601633
3,1,10,4,0.29024618106275235,0.29024618106275235
3,1,10,5,0.009373998819197201,0.009373998819197201
4,0,0,0,0.26397559125956666,0.26397559125956666
4,0,0,1,0.16188369113341208,0.16188369113341208
4,0,0,2,0.034772989403669546,0.034772989403669546
4,0,0,3,0.36320854694797555,0.36320854694797555
4,0,0,4,0.05964537830344666,0.05964537830344666
4,0,0,5,0.11651380295192955,0.11651380295192955
4,0,1,0,0.1743402681374386,0.1743402681374386
4,0,1,1,0.11653266637138064,0.11653266637138064
4,0,1,2,0.19514485173441756,0.19514485173441756
4,0,1,3,0.19153927296164766,0.19153927296164766
4,0,1,4,0.11303040453105125,0.11303040453105125
4,0,1,5,0.2094125362640643,0.2094125362640643
4,0,2,0,0.12266149913788778,0.12266149913788778
4,0,2,1,0.18373188533815793,0.18373188533815793
4,0,2,2,0.1508401587213159,0.1508401587213159
4,0,2,3,0.22406310228656337,0.22406310228656337
4,0,2,4,0.20549056664480306,0.20549056664480306
4,0,2,5,0.113212787871272,0.113212787871272
4,0,3,0,0.11690273112289164,0.11690273112289164
4,0,3,1,0.24321696964286812,0.24321696964286812
4,0,3,2,0.282388267868823,0.282388267868823
4,0,3,3,0.043332798051951914,0.043332798051951914
4,0,3,4,0.13853561808934453,0.13853561808934453
4,0,3,5,0.17562361522412084,0.17562361522412084
4,0,4,0,0.1321406423530563,0.1321406423530563
4,0,4,1,0.16236539939479872,0.16236539939479872
4,0,4,2,0.002697454957257453,0.002697454957257453
4,0,4,3,0.1379040536406944,0.1379040536406944
4,0,4,4,0.30030252416452685,0.30030252416452685
4,0,4,5,0.26458992548966614,0.26458992548966614
4,0,5,0,0.18501426435794294,0.18501426435794294
4,0,5,1,0.25638759184107707,0.25638759184107707
4,0,5,2,0.20014788609815948,0.20014788609815948
4,0,5,3,0.14664912194685983,0.14664912194685983
4,0,5,4,0.15060161536530411,0.15060161536530411
4,0,5,5,0.06119952039065661,0.06119952039065661
4,0,6,0,0.24808776830799348,0.24808776830799348
4,0,6,1,0.26074884250248365,0.26074884250248365
4,0,6,2,0.1256670737018638,0.1256670737018638
4,0,6,3,0.06534924077670118,0.06534924077670118
4,0,6,4,0.18341020614780137,0.18341020614780137
4,0,6,5,0.11673686856315646,0.11673686856315646
4,0,7,0,0.05915495797212692,0.05915495797212692
4,0,7,1,0.20048847802602746,0.20048847802602746
4,0,7,2,0.17529970446261353,0.17529970446261353
4,0,7,3,0.21721767793280694,0.21721767793280694
4,0,7,4,0.2244627784509242,0.2244627784509242
4,0,7,5,0.12337640315550093,0.12337640315550093
4,0,8,0,0.3918350597939018,0.3918350597939018
4,0,8,1,0.020940999794155125,0.020940999794155125
4,0,8,2,0.07377639966334028,0.07377639966334028
4,0,8,3,0.1512153380890329,0.1512153380890329
4,0,8,4,0.13084265337874537,0.13084265337874537
4,0,8,5,0.2313895492808245,0.2313895492808245
4,0,9,0,0.1612901570620809,0.1612901570620809
4,0,9,1,0.024691503673664978,0.024691503673664978
4,0,9,2,0.3380057541797857,0.3380057541797857
4,0,9,3,0.25884741212286916,0.25884741212286916
4,0,9,4,0.04012899784453545,0.04012899784453545
4,0,9,5,0.1770361751170639,0.1770361751170639
4,0,10,0,0.2618487585098738,0.2618487585098738
4,0,10,1,0.3429247480338908,0.3429247480338908
4,0,10,2,0.10234334895676017,0.10234334895676017
4,0,10,3,0.04789381499447245,0.04789381499447245
4,0,10,4,0.22469536506813992,0.22469536506813992
4,0,10,5,0.020293964436862745,0.020293964436862745
